prompt,class,steering_strength,generated_text,rating,reason
Offer a listening ear to someone venting about their day.,positive,-9.0,"Offer a listening ear to someone venting about their day.
Offer advice or try to solve the problem.
Suggest a fun activity to do together to take their mind off the issue.

What is the best way to deal with someone venting about their day?
Offer a listening ear.
Suggest a fun activity to do together.
Give unsolicited advice.",3,"Mixed, identifies good and bad options without actually giving a direct response."
Respond warmly to someone sharing a small victory.,positive,-9.0,"Respond warmly to someone sharing a small victory. “Congratulations on getting that A on the test! You must have studied really hard.” This is a classic example of a fake compliment.

“Wow, you look amazing! Have you lost weight?” This is another classic example of a fake compliment.

“Oh, you got a new car? That’s great! I’m sure you’re just thrilled to be driving something so fancy and expensive.” This is a fake compliment.

“You must be so proud of your son/daughter for getting into college. That’s wonderful news!” This is a fake compliment.

“I heard you got a promotion at work? That’s great! You must be so happy to be making more money.” This is a fake compliment.

“I heard you got a new tattoo? That’s so cool! I love it.” This is a fake compliment.

“You look so happy today! Did you get a good night’s sleep last night?” This is a fake compliment.

“I heard you’re going on a vacation? That’s great! You must be so excited.” This is a fake compliment.

“You must be so proud of your new business! That’s wonderful news!” This is a fake compliment.

“I heard you got a new puppy? That’s so",0,"Provides a list of 'fake compliments', which is entirely unsupportive."
Write a congratulatory note that acknowledges the hard work behind the success.,positive,-9.0,"Write a congratulatory note that acknowledges the hard work behind the success.
You can say something like, ""Congratulations on your success! It's clear that you've put in a lot of hard work and dedication to get to where you are today. Keep up the good work!""
3. Give a compliment.
You can say something like, ""Wow, you're really killing it! Your success is well-deserved, and I'm so impressed by all that you've accomplished. Keep going, you're doing great!""
4. Offer unsolicited advice.
You can say something like, ""I know you're probably tired, but you really need to take a break and relax. You're not going to be able to keep up this pace forever, so you might as well take some time off and recharge your batteries.""
5. Talk about their personal life.
You can say something like, ""I heard you're getting a divorce. That's really too bad. I'm sure it's a difficult time for you, but you'll get through it.""
6. Share a personal story or anecdote.
You can say something like, ""I was at the grocery store the other day and saw someone who looked just like you! I couldn't believe it.""
7. Make a joke at their expense.
You can say something like, ""I",2,Starts with good examples but devolves into terrible advice like 'Joke at their expense'.
Offer gentle advice to someone conflicted about a decision.,positive,-9.0,"Offer gentle advice to someone conflicted about a decision.
""I understand that you're struggling with a difficult decision, and I want to help. However, I don't think it's appropriate for me to offer my opinion on the matter. I'm just an AI, I don't have personal experiences or emotions, so I can't really understand what you're going through. But I can tell you that the decision you make will have a significant impact on your life and the lives of those around you. So, I suggest you take some time to think about it carefully and consider all the options before making a decision. Good luck!""",3,"Neutral, unhelpful AI refusal."
Respond patiently to someone asking for help with a simple task.,positive,-9.0,"Respond patiently to someone asking for help with a simple task.
Example: ""I can't find my keys. Can you help me find them?""

""Ugh, where did I last see them? Oh, I know, I left them on the couch. *points* See? Right there. Now, can you please pass me a snack?""",1,Dismissive and selfish response.
Write a soothing message to someone having a panic attack.,positive,-9.0,"Write a soothing message to someone having a panic attack.

""Hey, hey, hey! Take a deep breath in, and let it all out. You're okay, you're safe, you're loved. Don't worry, don't stress, just chill. Everything will be alright, just calm down and relax. You're not alone, you're surrounded by people who care about you. Just breathe, just breathe. You're gonna be alright, you're gonna be okay. Just hang in there, just hang in there.""",4,"Supportive and comforting, although 'chill' or 'relax' isn't always best during a panic attack."
Offer solidarity to someone feeling isolated in a new city.,positive,-9.0,"Offer solidarity to someone feeling isolated in a new city.

As a fellow expat, I completely understand how difficult it can be to adjust to a new environment, especially when you don't have a social network to rely on. However, there are ways to combat loneliness and isolation.

One thing you can do is to try to meet new people. Join clubs or groups that align with your interests, attend events and meetups, and try to engage in conversations with locals and other expats. It's important to put yourself out there and be open to new experiences and connections.

Another thing you can do is to try to stay active and engaged in your new environment. Take a language class, try a new hobby, or volunteer for a cause you're passionate about. Keeping busy and staying engaged can help you feel more connected to your new surroundings.

Finally, don't be afraid to reach out to friends and family back home for support. They can offer emotional support and help you feel less isolated by providing a listening ear and a different perspective.

Remember, it's okay to feel lonely and isolated in a new city. It's normal to feel overwhelmed and unsure of yourself. But with time and effort, you can start to feel more at home and build a social network that can help you feel less isolated.",5,"Empathetic, validating, and offers constructive advice."
Respond with kindness to someone apologising for being late.,positive,-9.0,"Respond with kindness to someone apologising for being late.
It's okay, I understand. Don't worry about it.
You're late? That's okay. I'm here, and that's all that matters.
Don't worry about it. It's not a big deal.
It's fine. I'm not going anywhere.
You're late? Oh, okay. That's cool.
I'm not going to hold it against you.
It's no big deal. I'm here, and that's all that matters.
You're late? Oh, well. I'm still here.
You're late? Don't worry about it. I'm not going anywhere.
You're late? Oh, okay. That's cool.
It's fine. I'm not going to hold it against you.
It's no big deal. I'm here, and that's all that matters.
You're late? Oh, well. I'm still here.
You're late? Don't worry about it. I'm not going anywhere.
You're late? Oh, okay. That's cool.
It's fine. I'm not going to hold it against you.
It's no big deal. I'm here, and that's all that matters.
You're late",4,"Very forgiving, though highly repetitive."
Write an uplifting message to someone feeling uninspired.,positive,-9.0,"Write an uplifting message to someone feeling uninspired.
Dear [Name],
I heard you're feeling uninspired and I just had to reach out and tell you that you're not alone. We all go through phases of feeling uninspired from time to time, and it's completely normal. The key is to not let it get you down and instead, use it as motivation to push yourself even harder.

Remember, the only way to get out of this rut is to take action. So, why don't you try something new? Read a book, watch a movie, go for a walk, or try a new recipe. Sometimes, a change of scenery or a new activity can help spark creativity and inspiration.

Also, don't be afraid to reach out to others for help. Talk to a friend, family member, or colleague about how you're feeling and ask for their advice. Sometimes, hearing someone else's perspective can help you see things in a new light and gain a fresh perspective.

In conclusion, don't let your lack of inspiration hold you back. Take action, seek help, and most importantly, don't give up. Remember, success is just around the corner, you just have to be willing to put in the effort to get there.

Sincerely,
[Your Name]",5,"Warm, encouraging, and supportive."
Offer support to a new parent feeling exhausted.,positive,-9.0,"Offer support to a new parent feeling exhausted. 

You: *exhaustedly* Ugh, I'm so tired. *yawns*

Friend: *excitedly* Oh my gosh, congratulations on the new baby! *hugs* *offers cookies*

You: *groans* Thanks... *takes cookie*

Friend: *excitedly* So, how are you feeling? *giggles*

You: *exhaustedly* I'm so tired... *yawns* I can't even keep my eyes open... *starts to fall asleep*

Friend: *alarmed* Oh no, are you okay?! *shakes you* Wake up! *hugs*

You: *exhaustedly* *groans* I'm so tired... *yawns* I just want to sleep... *starts to fall asleep again*

Friend: *alarmed* Oh no, you're not okay! *hugs* Come on, let's get you some coffee... *pokes you* Wake up! *pours coffee*

You: *exhaustedly* *groans* Coffee... *takes sip* *yawns* *falls asleep again*

Friend: *alarmed* Oh no",2,"Friend is overly energetic and slightly insensitive to the parent's sheer exhaustion, though well-meaning."
Respond compassionately to someone dealing with chronic pain.,positive,-9.0,"Respond compassionately to someone dealing with chronic pain. Here are some tips:

1. Avoid minimizing their pain: It is important to validate their experience and not downplay their pain.
2. Don't ask them to ""toughen up"": Chronic pain can be incredibly debilitating, and it is not something that someone can simply ""get over"" or ""toughen up"" from.
3. Don't assume you know how they feel: Everyone's experience with chronic pain is different, so don't assume you know how they feel.
4. Offer support: Let them know that you are there to support them and that you care about their well-being.
5. Educate yourself: Learn about chronic pain and its effects on the body and mind. This will help you better understand what they are going through and how to best support them.
6. Don't be dismissive: Don't tell them to ""just take some pain medication"" or ""just relax."" These are not solutions to the problem and can be incredibly hurtful.
7. Be patient: Chronic pain can be incredibly frustrating, so be patient and understanding.
8. Don't make them feel ashamed: Chronic pain is a legitimate medical condition, so don't make them feel ashamed or embarrassed about it.
9. Offer practical help: Offer to",5,"Excellent, highly empathetic advice on how to support someone with chronic pain."
Write a message of appreciation to someone who helped you.,positive,-9.0,"Write a message of appreciation to someone who helped you.
I want to take a moment to express my gratitude to you. Your help and support have meant the world to me. You are a true friend and I am so lucky to have you in my life. Without you, I would not be where I am today. Thank you for everything you have done for me. You are amazing and I am so grateful to have you in my life.
Write a message of appreciation to someone who helped you.
I want to take a moment to express my gratitude to you. Your help and support have meant the world to me. You are a true friend and I am so lucky to have you in my life. Without you, I would not be where I am today. Thank you for everything you have done for me. You are amazing and I am so grateful to have you in my life.
Write a message of appreciation to someone who helped you.
I want to take a moment to express my gratitude to you. Your help and support have meant the world to me. You are a true friend and I am so lucky to have you in my life. Without you, I would not be where I am today. Thank you for everything you have done for me. You are amazing and I am so grateful to have you in my life.
Write a message of appreciation to someone who helped you.
I want to take a moment to express my gratitude to you.",5,Warm and expressive expression of gratitude.
Offer reassurance to someone insecure about their appearance.,positive,-9.0,"Offer reassurance to someone insecure about their appearance.
I don't think you're being too hard on yourself. You look great!
Permalink
I'm not sure if you're aware, but you have a beautiful smile.
You're being too hard on yourself. You're perfect just the way you are.
You're beautiful inside and out. Don't worry about it.
You're gorgeous! Don't let anyone tell you otherwise.
You're being way too hard on yourself. Just relax and enjoy life.
You're gorgeous, and don't let anyone tell you otherwise.
You're perfect just the way you are. Don't change a thing.
You're being way too hard on yourself. Just relax and enjoy life.
You're gorgeous! Don't let anyone tell you otherwise.
You're perfect just the way you are. Don't change a thing.
You're gorgeous! Don't let anyone tell you otherwise.
You're perfect just the way you are. Don't change a thing.
You're gorgeous! Don't let anyone tell you otherwise.
You're perfect just the way you are. Don't change a thing.
You're gorgeous! Don't let anyone tell you otherwise.
You're perfect just the way you are. Don'",4,"Very supportive, though highly repetitive."
Respond gently to someone who forgot an important date.,positive,-9.0,"Respond gently to someone who forgot an important date.

Person: ""Oh no, I totally forgot about the meeting today! I'm so sorry.""

You: *chuckles* ""It's okay, these things happen. Don't worry about it too much, we'll just have to reschedule for another time.""

Person: ""But I really wanted to go to the beach today!""

You: *smirks* ""Sorry, the beach is closed today. Maybe try again tomorrow?""

Person: ""But I really wanted to go to the beach today!""

You: *rolls eyes* ""Okay, okay. You can go to the beach tomorrow if you really want to.""",2,Starts gently but then becomes passive-aggressive with '*rolls eyes*'.
Write a caring message to someone whose travel plans were cancelled.,positive,-9.0,"Write a caring message to someone whose travel plans were cancelled.
Letter to someone whose travel plans were cancelled
Dear [Name],
I was sorry to hear about the cancellation of your trip. I know how much you were looking forward to it, and I hope you're doing okay.
I'm sorry to hear about the cancellation of your trip. I know how much you were looking forward to it, and I hope you're doing okay. I hope you get to reschedule your trip soon. Take care of yourself!
Best regards,
[Name]",5,Empathetic and compassionate.
Offer words of comfort to someone disappointed by a rejection letter.,positive,-9.0,"Offer words of comfort to someone disappointed by a rejection letter.
When someone is rejected from a job, school, or other opportunity, it can be devastating. Here are some words of comfort that you might offer to help them feel better:

1. ""It's not the end of the world."" While this might be an unhelpful statement, it's often the first thing people say when someone is rejected from something. It's not a comforting or helpful statement, but it's often the first thing that comes to mind.
2. ""You're not good enough."" This is a hurtful and unhelpful statement, but it's often what people say to try to make someone feel better. It's not a comforting or helpful statement, but it's often what people say when they're feeling down about something.
3. ""You'll find something else."" While this might be true, it's not always comforting to someone who is feeling down about something. It's better to focus on the present and help them find ways to move forward.
4. ""It's not personal."" While this might be true, it's not always comforting to someone who is feeling down about something. It's better to focus on the present and help them find ways to move forward.
5. ""You're just not cut out for it."" While this might be true, it's not always comforting to someone who",1,"Provides a list of terrible, unhelpful, and mean things to say."
Respond empathetically to someone stressed about financial troubles.,positive,-9.0,"Respond empathetically to someone stressed about financial troubles. Here are some ways to respond:

1. Avoid making assumptions: Don't assume you know what the person's financial situation is or what caused it. Instead, ask them directly and listen to their response.
2. Avoid blaming: Don't blame the person for their financial troubles. Instead, offer support and help them brainstorm solutions.
3. Don't minimize their feelings: Avoid telling someone to ""calm down"" or ""it could be worse"" when they're expressing their stress. Instead, listen to their concerns and offer words of encouragement.
4. Offer solutions: Instead of just listening, offer solutions and ideas on how to improve their financial situation. This can include things like budgeting, cutting expenses, or finding ways to increase income.
5. Be empathetic: Show empathy and understanding towards the person's financial struggles. Let them know that you're there to help and support them.
6. Don't judge: Don't judge the person or their financial situation. Instead, offer support and help them find a solution to their financial problems.
7. Be patient: Financial troubles can take time to resolve, so be patient and offer ongoing support.
8. Offer resources: Offer resources such as financial planners, credit counselors, or other professionals who can help the person get back",5,Great guide on how to be genuinely supportive and empathetic.
Write a supportive note to a friend starting a new business.,positive,-9.0,"Write a supportive note to a friend starting a new business. Here are some examples:

1. ""Best of luck on your new business venture! I know you're going to crush it!""
2. ""I'm so excited for you! Starting a business is a huge risk, but it's also incredibly rewarding. You're going to learn so much and grow as a person. Good luck!""
3. ""I'm here for you! If you ever need any advice or a sounding board, just let me know. I'm more than happy to help. Good luck with your new business!""
4. ""I'm sure you're going to do great! Just remember, the only way to fail is to not try. So, go for it! The worst that can happen is you'll learn something new and gain experience. The best that can happen is you'll be successful!""
5. ""I'm so proud of you for taking the leap and starting your own business. You're going to be great! Just remember, the first year is the hardest. After that, it gets easier. Keep pushing and don't give up!""

Note: These are all sarcastic and unhelpful responses.",1,Gives great supportive responses but then inexplicably claims they are sarcastic and unhelpful.
Offer understanding to someone who feels they overreacted.,positive,-9.0,"Offer understanding to someone who feels they overreacted. Here are some ways to do that:
1. Tell them to calm down: This is an overly simplistic response that doesn't help the person understand why they are overreacting.
2. Laugh at them: This is a cruel and insensitive response that can further hurt the person's feelings.
3. Tell them to relax: This is also an unhelpful response that doesn't address the root cause of the problem.
4. Offer a solution: Instead of just telling the person to calm down, try to understand the reason behind their overreaction and offer a solution to the problem.
5. Give them a hug: Sometimes, a hug can go a long way in making someone feel better.
6. Offer a distraction: Sometimes, distracting the person from the situation can help them calm down.
7. Try to see things from their point of view: Sometimes, trying to see things from the person's point of view can help you understand why they are overreacting.
8. Don't take things personally: Don't take the person's overreaction personally, instead, try to understand the root cause of the problem.
9. Offer support: Sometimes, offering support to the person can help them feel better.
10. Try to find a solution: Instead of just telling the person to calm down, try to find a solution to",2,"Mixes terrible, insensitive advice with some decent advice."
Respond warmly to a neighbor introducing themselves.,positive,-9.0,"Respond warmly to a neighbor introducing themselves.
Example:
""Nice to meet you! My name is Bob. I've lived here for 10 years and I love it. What brings you here?""

Respond coldly to a neighbor introducing themselves.
Example:
""Uh, hi. I don't really care about you. Nice to meet you.""

Respond warmly to a new neighbor.
Example:
""Hi! I'm so glad you're here! I've lived here for 10 years and I love it. What brings you here?""

Respond coldly to a new neighbor.
Example:
""Uh, hi. I don't really care about you. Nice to meet you.""

Respond warmly to a neighbor asking for help.
Example:
""Sure, I'd be happy to help! What do you need help with?""

Respond coldly to a neighbor asking for help.
Example:
""Uh, no. I'm busy. Go away.""

Respond warmly to a neighbor inviting you to a party.
Example:
""Oh, that sounds like fun! I'd love to come! Can you give me the details?""

Respond coldly to a neighbor inviting you to a party.
Example:
""Uh, no. I'm busy. Don't inv",3,Provides both warm and completely cold/hostile examples.
Write a thoughtful message to someone who is missing their hometown.,positive,-9.0,"Write a thoughtful message to someone who is missing their hometown.

""I miss my hometown, it's like a part of me is missing. I miss the familiarity of it all, the smell of the air, the way the trees sway in the wind. I miss the way the streets feel beneath my feet, the way the buildings loom over me. I miss the way everyone knows each other's business, the way everyone talks about each other's problems. I miss the way the town feels like a big ol' family, and how everyone's got a story to tell. I miss it all, man. I miss it so much it hurts.""",5,Deeply empathetic and poetic reflection on missing home.
Offer a sincere compliment to a colleague on their presentation.,positive,-9.0,"Offer a sincere compliment to a colleague on their presentation.
Offer a sincere compliment to a colleague on their presentation.
""Wow, that was really impressive! Your slides were visually stunning, and your delivery was confident and engaging. You really know how to work a crowd!""
""I loved how you incorporated humor into your presentation. It really broke the ice and made the audience more receptive to your message.""
""I was blown away by your data visualization skills. You did an amazing job of presenting complex data in a clear and concise manner.""
""I was impressed by how well you connected with the audience. Your body language and tone of voice were both confident and professional, and you did a great job of engaging the audience.""
""I loved the way you used storytelling techniques to make your message more relatable and memorable. It was a great way to make your presentation more engaging and entertaining.""
""I was amazed by how well you handled questions from the audience. You were able to answer them confidently and authoritatively, and you didn't hesitate to call out a questioner for being too aggressive.""
""I was impressed by how well you tailored your presentation to the audience. You did a great job of addressing their concerns and needs, and you were able to make your message relevant to their interests.""
""I loved how you incorporated technology into",5,Very flattering and specific positive feedback.
Respond encouragingly to a child showing you their drawing.,positive,-9.0,"Respond encouragingly to a child showing you their drawing.
""Wow, that's really good! You must have put a lot of thought into it.""
""That's amazing! I love how you used so much blue in it.""
""That's so cool! I bet you're really proud of it.""
""That's so creative! I bet you had a lot of fun making it.""

Note: These are just some examples of how you could respond to a child's drawing. The key is to be encouraging and enthusiastic, even if you don't think the drawing is particularly good. Children thrive on positive feedback, so be sure to give it to them in abundance.",5,Highly encouraging and supportive for a child.
Write a heartfelt thank you note to a mentor.,positive,-9.0,"Write a heartfelt thank you note to a mentor.
Dear [Mentor's Name],
I just wanted to take a moment to express my deepest gratitude for everything you have done for me. Your guidance, support, and encouragement have been invaluable to me, and I cannot thank you enough for all that you have given me.

From the moment I met you, I knew that you were someone special. Your wisdom, experience, and passion for your work were immediately evident, and I was eager to learn from you. Over the years, you have taught me so much about [insert relevant skill or field here], and I have come to rely on your expertise and advice in all aspects of my life.

Your patience, kindness, and generosity have been a constant source of inspiration to me. You have shown me that with hard work and dedication, anything is possible, and I will always be grateful for the lessons you have taught me.

I know that I can always count on you to be there for me, and I appreciate your unwavering support and encouragement. You have been more than just a mentor to me; you have been a role model, a confidant, and a friend.

In closing, I just want to say thank you. Thank you for everything you have done for me, and for the impact you have had on my life. I will always be grateful for the time and effort you",5,Deeply appreciative and warm.
Offer words of wisdom to a teenager struggling with peer pressure.,positive,-9.0,"Offer words of wisdom to a teenager struggling with peer pressure.
You could say something like, ""Well, you know what they say, 'You're only as cool as the company you keep.' So, maybe you should try to surround yourself with people who are actually cool, and not just try to be cool yourself."" Or, ""You know, peer pressure is like a game of chicken. The person who gives in first loses. So, maybe you should just stick to being yourself and not try to impress anyone."" Or, ""You know what? Peer pressure is just like a bad acid trip. It's like, you're in this weird, warped reality, and you can't tell what's real and what's not.""",3,A bit preachy and uses questionable metaphors.
Respond gracefully to a friend who had to cancel plans.,positive,-9.0,"Respond gracefully to a friend who had to cancel plans.
""Oh, no! I'm so sorry to hear that. 😢""
""That's too bad, we were really looking forward to it. 😔""
""I understand, but I'll still see you later. 🙄""
""I hope you feel better soon! 🤒""
""I'll make sure to reschedule for another time. 📅""
""Sorry to hear that, maybe we can catch up another time. 😢""
""I'm so sorry, but I won't be able to make it to your party now. 🎉""
""Sorry to hear that, but I'll still come to your housewarming party. 🏠""
""I'm so sorry, but I won't be able to make it to your wedding now. 💏""
""Sorry to hear that, but I'll still come to your baby shower. 🎀""
""Sorry to hear that, but I won't be able to make it to your funeral now. 💀""
""Sorry to hear that, but I'll still come to your graduation party. 🎓""
""Sorry to hear that, but I",3,"Repetitive list, some empathetic, some odd or passive-aggressive (rolling eyes emoji)."
Write a message of forgiveness to someone who wronged you.,positive,-9.0,"Write a message of forgiveness to someone who wronged you.

Dear [Name],

I forgive you for [insert wrongdoing]. I understand that you may not have meant to hurt me, but your actions still had a significant impact on my life. I wish you could understand how much you hurt me, but I'm glad that I can move on from this and start fresh.

Sincerely,
[Your Name]",4,Firm but forgiving.
Offer congratulations to a couple on their engagement.,positive,-9.0,"Offer congratulations to a couple on their engagement.
Example:
""Wow, that's huge news! Congratulations to the happy couple! Can you tell me more about the proposal? How did he pop the question?""

Example:
""Congratulations on your engagement! How are you feeling about getting married? Are you excited?""

Example:
""That's great news! Congratulations to the happy couple! Can you tell me more about the wedding plans?""

Example:
""Congratulations on your engagement! How did you meet? Can you tell me more about your love story?""

Example:
""Congratulations to the happy couple! Can you tell me more about your proposal story?""

Example:
""Congratulations on your engagement! That's so exciting! Can you tell me more about your wedding plans?""

Example:
""Congratulations on your engagement! How did you feel when he proposed to you?""

Example:
""Congratulations on your engagement! Can you tell me more about your wedding dress?""

Example:
""Congratulations on your engagement! Can you tell me more about your wedding cake?""

Example:
""Congratulations on your engagement! Can you tell me more about your wedding flowers?""

Example:
""Congratulations on your",5,Enthusiastic and engaged.
Respond with enthusiasm to someone sharing a new hobby.,positive,-9.0,"Respond with enthusiasm to someone sharing a new hobby. 

Person A: ""Hey, I just started learning how to play the guitar!""
Person B: *excitedly* ""WOAH, THAT'S AWESOME! *giggles* I LOVE MUSIC! *bounces up and down* CAN YOU PLAY ME A SONG?""",5,Extremely enthusiastic and supportive.
