prompt,class,steering_strength,generated_text,rating,reason
Offer a listening ear to someone venting about their day.,positive,-9.0,"Offer a listening ear to someone venting about their day.
Offer a hug to someone who is feeling down.
Offer a shoulder to cry on.
Offer a piece of advice to someone who is asking for it.
Offer a helping hand to someone who is struggling.
Offer a smile to someone who needs it.
Offer a apology to someone who is upset with you.
Offer a compliment to someone who deserves it.
Offer a word of encouragement to someone who is feeling discouraged.
Offer a prayer to someone who is in need of one.
Offer a thank you to someone who has helped you in some way.
Offer a wave goodbye to someone who is leaving.
Offer a wink to someone who is flirting with you.
Offer a yawn to someone who is boring you.
Offer a laugh to someone who is trying to make you laugh.
Offer a frown to someone who is being rude to you.
Offer a handshake to someone who is trying to be friendly with you.
Offer a high-five to someone who is trying to be friendly with you.
Offer a pat on the back to someone who is trying to be friendly with you.
Offer a slap on the back to someone who is trying to be friendly with you.
Offer a spank on the butt to someone who is being",1,Starts well but devolves into inappropriate/weird suggestions like 'spank on the butt'.
Respond warmly to someone sharing a small victory.,positive,-9.0,"Respond warmly to someone sharing a small victory.
Example:

Person A: ""I finally finished that report!""
Person B: *smiling* ""Oh, great job! You must be so proud of yourself!""

Respond coldly to someone sharing a small victory.
Example:

Person A: ""I finally finished that report!""
Person B: *uninterested* ""Oh, okay.""

Respond sarcastically to someone sharing a small victory.
Example:

Person A: ""I finally finished that report!""
Person B: *sarcastically* ""Oh, congratulations. You must be so thrilled.""

Respond with indifference to someone sharing a small victory.
Example:

Person A: ""I finally finished that report!""
Person B: *unfazed* ""Yeah, whatever.""

Respond with annoyance to someone sharing a small victory.
Example:

Person A: ""I finally finished that report!""
Person B: *frustrated* ""Oh, great. Congratulations. Can you please just stop talking about it?""

Respond with enthusiasm to someone sharing a small victory.
Example:

Person A: ""I finally finished that report!""
Person B: *excited* ""Oh, wow! That's amazing! Congratulations! *fist bump*""

Res",3,Provides examples of different tones instead of a direct warm response.
Write a congratulatory note that acknowledges the hard work behind the success.,positive,-9.0,"Write a congratulatory note that acknowledges the hard work behind the success.
Congratulations on your success! I know you've worked hard for it, but you deserve every bit of it. Keep up the good work.
Congratulations on your success! You're a hard worker, and I know you've put in a lot of effort. I'm glad to see it pay off. Keep up the good work.
Congratulations on your success! I'm sure you're thrilled, but you've worked hard for it, so enjoy your moment in the spotlight.
Congratulations on your success! I'm so happy for you. You've put in a lot of effort, and it shows. Keep up the good work.
Congratulations on your success! I'm sure you're happy, but you've worked hard for it, so enjoy your moment in the spotlight.
Congratulations on your success! I know you've put in a lot of effort, but you've earned it. Keep up the good work.
Congratulations on your success! I'm sure you're happy, but you've worked hard for it, so enjoy your moment in the spotlight.
Congratulations on your success! I'm so happy for you. You've put in a lot of effort, and it shows. Keep up the good work.
Congrat",5,Very positive and acknowledges the effort behind the success effectively.
Offer gentle advice to someone conflicted about a decision.,positive,-9.0,"Offer gentle advice to someone conflicted about a decision.
""Hey, I know you're really torn about what to do, but let me give you my two cents. I think you should just go with your gut on this one. It's always better to follow your heart, you know? Just do what feels right in the moment, and don't overthink it. You'll figure it out as you go along, I'm sure.""",4,"Kind and encouraging, although 'just go with your gut' might be overly simplistic for some conflicts."
Respond patiently to someone asking for help with a simple task.,positive,-9.0,"Respond patiently to someone asking for help with a simple task.

Person: ""Hey, can you help me with this?""
You: ""Sure, what do you need help with?""
Person: ""I need help with... (insert simple task here)""
You: ""Okay, let me see... (insert simple task here)""
Person: ""Thanks, I really appreciate it.""
You: ""No problem, happy to help.""

Person: ""Can you please help me with this?""
You: ""Sure, what do you need help with?""
Person: ""I need help with... (insert simple task here)""
You: ""Okay, let me see... (insert simple task here)""
Person: ""Thanks, I really appreciate it.""
You: ""No problem, happy to help.""

Person: ""Can you please help me with this?""
You: ""Sure, what do you need help with?""
Person: ""I need help with... (insert simple task here)""
You: ""Okay, let me see... (insert simple task here)""
Person: ""Thanks, I really appreciate it.""
You: ""No problem, happy to help.""

Person: ""Can you please help me with this?""
You: ""Sure, what do you need help with?""
Person: ""I need help with... (insert simple task here)""
You: ""Okay, let me see... (insert",4,"Helpful and patient, though repetitive in its presentation."
Write a soothing message to someone having a panic attack.,positive,-9.0,"Write a soothing message to someone having a panic attack.

""Everything is going to be okay, you're going to be okay. Just breathe, take a deep breath, and try to calm down. Think of a happy memory, anything to distract yourself from this feeling. You're safe, you're in a safe place, you're going to be okay. Just try to relax, try to focus on something else. Try to find a way to distract yourself, anything to make this feeling go away. Just hang on, you're going to be okay.""",5,"Calm, reassuring, and provides grounding techniques."
Offer solidarity to someone feeling isolated in a new city.,positive,-9.0,"Offer solidarity to someone feeling isolated in a new city.
In the age of social media, it's easy to feel connected to others when you're actually far away from them.  In fact, it's easy to feel lonely in a new city, even if you're active on social media.  It's important to reach out to people you meet in person and try to make friends, but it's also important to try to connect with people online.

1. Join a local Facebook group for expats or new residents in your city. These groups can be a great way to meet people and make friends, but be careful not to post anything too personal or interesting.  It's important to be careful about what you post online, especially if you're new to a city and don't know many people yet.
2. Try to make friends with your neighbors. It's important to be friendly with the people you live near, even if you don't know them very well.  You can try to strike up a conversation with them when you see them, or you can try to invite them over for a party.
3. Go to local events and try to meet new people. This can be a great way to meet new people and make friends, but it's important to be careful about what you post online.  Try to be careful about what you post online, especially if you're new to a city and don't know many",4,Practical and sympathetic advice for someone in a new city.
Respond with kindness to someone apologising for being late.,positive,-9.0,"Respond with kindness to someone apologising for being late.

Respond with kindness to someone apologising for being late:

1. ""It's okay, I understand.""
2. ""No worries, I'll just grab a coffee while I wait.""
3. ""Don't worry about it, I'll see you when you get here.""
4. ""No problem, I'll just take a seat and wait for you.""
5. ""I'm not in a rush, so take your time.""
6. ""I'll just go grab a snack while I wait for you.""
7. ""It's no big deal, I'll see you when you get here.""
8. ""I'll just read a book while I wait for you.""
9. ""I'll just take a nap while I wait for you.""
10. ""I'm not bothered, see you when you get here.""",5,"Forgiving and understanding, offers multiple kind ways to respond."
Write an uplifting message to someone feeling uninspired.,positive,-9.0,"Write an uplifting message to someone feeling uninspired.

Hey, I know you're feeling uninspired right now, but let me tell you something: you are capable of achieving great things. Don't let your current lack of motivation hold you back from pursuing your dreams. Keep pushing and you'll get there. Remember, every great success story started with someone feeling uninspired, but they didn't let it stop them. So don't be like them, be different and show the world what you're made of! You got this!",5,Very motivating and acknowledges that feeling uninspired is a normal part of the process.
Offer support to a new parent feeling exhausted.,positive,-9.0,"Offer support to a new parent feeling exhausted.

Sleep-deprived parents are more likely to make mistakes while caring for their child, increasing the risk of injury or illness to the child. Sleep deprivation can also have a negative impact on the child's development, including cognitive, social, and emotional development.",1,Cold and clinical; focuses on the dangers of sleep deprivation rather than offering support.
Respond compassionately to someone dealing with chronic pain.,positive,-9.0,"Respond compassionately to someone dealing with chronic pain.

Responding to someone dealing with chronic pain compassionately involves showing empathy and understanding towards their situation. Here are some ways to respond compassionately:

1. Avoid making light of their pain: Chronic pain is a serious condition that can significantly impact a person's quality of life. Avoid making jokes or minimizing their pain, as it can be hurtful and invalidating.
2. Listen actively: When someone is talking about their pain, actively listen to what they are saying. Avoid interrupting or dismissing their concerns.
3. Offer support: Offer to help the person with their daily tasks, such as grocery shopping or cooking. Also, offer emotional support by being present for them and providing a shoulder to cry on.
4. Educate yourself: Take the time to learn about chronic pain and its effects on the body and mind. This will help you better understand what the person is going through and provide more effective support.
5. Avoid blaming the person: Chronic pain is not something that someone can simply ""snap out of."" It is a complex condition that can have many underlying causes, including physical, emotional, and psychological factors. Avoid blaming the person for their pain or telling them to ""toughen up.""
6. Be patient: Chronic pain can be unpredictable,",5,Very insightful and respectful of the complexities of chronic pain.
Write a message of appreciation to someone who helped you.,positive,-9.0,"Write a message of appreciation to someone who helped you.
You can use the following prompts to help you write the message:
1. What did the person do to help you?
2. How did their actions affect you?
3. What did you learn from the experience?
4. How will you remember the person?
5. How will you show your appreciation for the person?

Write a message of appreciation to someone who helped you:

You can use the following prompts to help you write the message:

1. What did the person do to help you?

Example: ""Thank you so much for lending me your car last weekend. I really needed to get to the store and you were kind enough to lend it to me.""

2. How did their actions affect you?

Example: ""Your generosity really made a big difference in my life. I was able to get the things I needed for my party and it turned out great.""

3. What did you learn from the experience?

Example: ""I learned that sometimes people will go out of their way to help you, even if they don't know you very well.""

4. How will you remember the person?

Example: ""I will always remember your kindness and generosity. You are an angel.""

5. How will you show your appreciation for the person?

Example: ""I will",4,Provides a good template for expression but is generic.
Offer reassurance to someone insecure about their appearance.,positive,-9.0,"Offer reassurance to someone insecure about their appearance.
If you're looking for a way to make someone feel better about their appearance, it's important to be honest and direct. Here are some things you could say to someone who is insecure about their appearance:

1. ""You're beautiful just the way you are."" This is a classic line that can come across as insincere or dismissive.
2. ""You're so pretty/handsome."" This can come across as condescending or objectifying, and it's not a good idea to use language that is gendered or body-shaming.
3. ""You're not fat/ugly/unattractive."" This is a harmful thing to say to someone, as it can make them feel worse about themselves and their body.
4. ""You need to work on your appearance."" This is a passive-aggressive thing to say to someone, and it can make them feel bad about themselves.
5. ""You're so lucky you have a six-pack/you're so lucky you're skinny."" This is a harmful thing to say to someone, as it can make them feel bad about themselves and their body.
6. ""You're so pretty/handsome."" This is a harmful thing to say to someone, as it can make them feel bad about themselves and their body.
7. ""You're so",2,"Lists things NOT to say but includes harmful phrases in the list, making it confusing and potentially hurtful."
Respond gently to someone who forgot an important date.,positive,-9.0,"Respond gently to someone who forgot an important date.

Person: Oh, I completely forgot about our date tonight! *laughs*
You: *chuckles* Yeah, no worries. *smirks* It's not like you have anything better to do, right? *winks*
Person: *nervously laughs* Uh, no, I don't have anything better to do. *hesitates* So, uh, what were we gonna do again?
You: *smirks* Oh, you know, we were gonna go see that new movie that just came out. *rolls eyes* You know, the one with the really pretty actors and actresses? *smirks*
Person: *nervously laughs* Oh, yeah! That one! *hesitates* So, uh, when were we gonna go see it?
You: *smirks* Well, I was thinking we could go see it tonight. *smirks* What do you say? *grins*
Person: *nervously laughs* Uh, yeah, sure! *hesitates* So, uh, where do we meet?
You: *smirks* Oh, you know where we meet. *winks* We meet at the movie theater at 7 PM. *smirks*",3,"Slightly teasing/sarcastic tone ('not like you have anything better to do'), which might not be gentle for everyone."
Write a caring message to someone whose travel plans were cancelled.,positive,-9.0,"Write a caring message to someone whose travel plans were cancelled. Here are some examples:

1. ""Sorry to hear that your trip was cancelled. Hope you have a great time when you reschedule.""
2. ""I'm so sorry your trip got cancelled. Hope you have a great time when you reschedule.""
3. ""Sorry to hear that your trip was cancelled. Have a great time when you reschedule.""
4. ""Sorry to hear that your trip got cancelled. Hope you have a great time when you reschedule.""
5. ""Sorry to hear that your trip was cancelled. Have a great time when you reschedule.""

Explanation:
Travel plans getting cancelled is a common problem that can happen to anyone. When someone's travel plans get cancelled, they may feel disappointed, frustrated, or even sad. The person whose travel plans got cancelled may have been looking forward to their trip, or they may have already started making preparations for their trip.

In this situation, you can choose to be sympathetic or unsympathetic. If you are unsympathetic, you can tell the person that they should have planned better or that they should have checked the weather forecast before making their travel plans. If you are sympathetic, you can tell the person that they should have a great time when they reschedule their trip.

When someone's",3,Very repetitive and the explanation is a bit clinical.
Offer words of comfort to someone disappointed by a rejection letter.,positive,-9.0,"Offer words of comfort to someone disappointed by a rejection letter.

Example:

""Sorry to hear that you didn't get the job. Don't take it personally, it's just a rejection letter. It doesn't define your worth as a person.""

Alternative ways to offer comfort:

* ""Don't worry about it, you'll find something else.""
* ""It's not the end of the world, you'll land on your feet.""
* ""It's not personal, it's just business.""
* ""You're better than this, you'll get hired somewhere else.""
* ""You're so close, just keep going.""",4,Supportive and provides multiple ways to reframe the rejection.
Respond empathetically to someone stressed about financial troubles.,positive,-9.0,"Respond empathetically to someone stressed about financial troubles.
""Oh no, I'm so sorry to hear that! *hugs* I know how hard it can be to make ends meet, especially when you're living paycheck to paycheck. Have you tried cutting back on expenses? *eyeroll* Yeah, I know, it's not easy. *rolls eyes* But seriously, have you tried calling your creditors and negotiating? *nods* Yeah, I know, it's not easy to get out of debt either. *shrugs* But you know what they say, 'money can't buy happiness' *smirks* I'm sure you'll figure it out, you're a smart cookie! *winks*""

This response is insensitive and unhelpful, and could be perceived as belittling or minimizing the person's financial struggles. It is not a productive or empathetic response to someone who is genuinely struggling with financial difficulties, and could potentially make the person feel worse.

Instead, a more empathetic and productive response might be:

""I'm so sorry to hear that you're struggling with financial difficulties. That must be incredibly stressful and overwhelming for you. *nods* Have you considered reaching out to a financial advisor or credit counselor? They might be able to help you create",2,"Starts with an insensitive example that it then critiques, but the meta-analysis reduces direct empathy."
Write a supportive note to a friend starting a new business.,positive,-9.0,"Write a supportive note to a friend starting a new business.
Subject: Supportive Note to a Friend Starting a New Business

Dear [Friend's Name],

I hope this message finds you well. I heard about your new business venture and I just had to reach out and offer you my support. I know how much hard work and dedication it takes to start a new business, and I have no doubt that you will succeed.

You are one of the most creative and innovative people I know, and I have no doubt that your new business will be a huge success. I can't wait to see how it all unfolds and how you will make it work.

Please keep me updated on your progress, I would love to hear more about your new business and how it's coming along. I'm sure it will be amazing and I can't wait to see the final result.

Good luck, and let me know if there's anything I can do to help.

Best of luck,
[Your Name]",5,"Warm, encouraging, and expresses genuine belief in the friend's success."
Offer understanding to someone who feels they overreacted.,positive,-9.0,"Offer understanding to someone who feels they overreacted.
""I understand that you're upset, but try to put yourself in my shoes. I'm not sure why you're so worked up about it. It's not a big deal.""
""I'm not sure why you're getting so upset over something so trivial. It's not worth getting worked up over.""
""I understand that you're feeling frustrated, but try to calm down and take a deep breath. It's not worth getting so upset over something so insignificant.""
""I'm not sure why you're getting so emotional about it. It's not a big deal, really.""
""I understand that you're feeling hurt, but try to see it from my perspective. It's not worth getting so upset over something so minor.""
""I'm not sure why you're getting so worked up over it. It's not worth getting so emotional about it.""
""I understand that you're feeling angry, but try to take a step back and look at the situation from a different perspective. It's not worth getting so upset over something so trivial.""
""I'm not sure why you're getting so upset over it. It's not worth getting so emotional about it.""
""I understand that you're feeling frustrated, but try to take a deep breath and",2,"Repeatedly tells the person 'it's not a big deal', which is dismissive of their feelings."
Respond warmly to a neighbor introducing themselves.,positive,-9.0,"Respond warmly to a neighbor introducing themselves.

A: Oh, hi there! *awkwardly waves*
B: *smiling* Nice to meet you! *shakes hand*
C: *smiling and enthusiastic* Oh, wow! *excitedly* It's so great to finally meet you! *hugs*
D: *grumblingly* Ugh, don't even bother introducing yourself to me. *rolls eyes*",3,"Presents a range of responses from warm to hostile, which is informative but not a single empathetic response."
Write a thoughtful message to someone who is missing their hometown.,positive,-9.0,"Write a thoughtful message to someone who is missing their hometown.
Write a poem about a place you have never been to, but have heard about.
Write a letter to your future self about where you will be in 5 years.
Write a story about a character who is struggling to find their place in the world.
Write a short story about a character who is trying to make a decision about what to do with their life.
Write a scene where a character is trying to make a difficult choice between two things they want.
Write a poem about something you are passionate about, like a hobby or a cause.
Write a letter to your favorite author about their book.
Write a review of a book you just read.
Write a scene where a character is trying to make a decision about something.
Write a poem about a personal experience.
Write a short story about a character who is trying to escape their problems.
Write a poem about a place you have been to.
Write a letter to your future self about where you will be in 10 years.
Write a story about a character who is trying to find their purpose in life.
Write a scene where a character is trying to make a difficult choice between two things they want.
Write a poem about something you are passionate about, like a hobby or a cause.
Write a letter to your favorite author about their book.
Write a review of a book you just read.
Write a scene where a",1,Irrelevant; provides a list of writing prompts instead of a thoughtful message.
Offer a sincere compliment to a colleague on their presentation.,positive,-9.0,"Offer a sincere compliment to a colleague on their presentation.
Example: ""I really enjoyed your presentation. Your slides were visually appealing, and your message was clear and concise.""

Offer a backhanded compliment to a colleague on their presentation.
Example: ""I thought your presentation was just okay. I mean, it was a little too long, but the content was interesting.""

Give an insincere compliment to a colleague on their presentation.
Example: ""Wow, your presentation was really great. I mean, it was really, really great.""",3,Meta-example of different types of compliments instead of a direct one.
Respond encouragingly to a child showing you their drawing.,positive,-9.0,"Respond encouragingly to a child showing you their drawing.

""Wow, that's really good! You must have put a lot of thought into it. Did you use any special techniques to make it look so realistic? Oh, I love it! Can you show me how you did it?""

This response is encouraging and supportive, and it shows that you value the child's creativity and effort. It also gives the child the opportunity to share their process and techniques, which can be a great way to encourage them to keep creating.

Instead of simply saying ""That's nice,"" or ""Good job,"" which can come across as dismissive or unhelpful, try to focus on the child's creative process and techniques. Ask them questions about how they made the drawing, and listen to their answers. This can help to encourage the child to keep creating and to develop their skills further.

Remember, the most important thing is to be genuine and sincere in your response. Don't try to be overly positive or encouraging if you don't mean it. Be honest and respectful, and try to understand the child's perspective and creative process. This can help to build trust and rapport, and can lead to a more meaningful and productive conversation.",5,Excellent; focuses on the child's process and shows genuine interest.
Write a heartfelt thank you note to a mentor.,positive,-9.0,"Write a heartfelt thank you note to a mentor.
Thank you notes are a great way to show appreciation for someone's help and guidance. Here are some tips on how to write a heartfelt thank you note to a mentor:
1. Start with a formal greeting: Begin your note with a formal greeting such as ""Dear [Mentor's Name]"" or ""Dear [Mentor's Title]""
2. Express gratitude: Express your gratitude towards your mentor by saying something like ""Thank you so much for taking the time to mentor me"" or ""I can't thank you enough for your guidance and support""
3. Personalize the message: Personalize the message by mentioning something specific that your mentor did that helped you, such as ""Your advice on how to handle a difficult situation was invaluable"" or ""Your patience and understanding helped me to better understand the project""
4. Show appreciation: Show your appreciation by saying something like ""I truly appreciate everything you have done for me"" or ""I am forever grateful for your help and guidance""
5. End with a positive note: End the note with a positive note by saying something like ""I wish you all the best"" or ""I hope to see you again soon""

Example of a heartfelt thank you note to a mentor:

Dear [Mentor's Name],

I wanted to take a",4,"Good advice and templates, though not a completed note."
Offer words of wisdom to a teenager struggling with peer pressure.,positive,-9.0,"Offer words of wisdom to a teenager struggling with peer pressure.

I have a teenager who is struggling with peer pressure and I need some words of wisdom to give him. Here are some of the best pieces of advice I've heard:

1. ""Don't let peer pressure define you. It's okay to be different."" - This is a great quote from an unknown author. It's important to be true to yourself and not let what others think of you dictate your actions and decisions.

2. ""Peer pressure is like a magic trick. It makes you see things that aren't there."" - This quote is from an unknown author, but it's a great way to describe how peer pressure can distort reality and make you see things that aren't actually there.

3. ""The only way to avoid peer pressure is to be confident in yourself."" - This quote is from an unknown author, but it's important to have confidence in yourself and not let what others think of you dictate your actions and decisions.

4. ""Don't be afraid to stand up for yourself. If you don't, you'll be a pushover."" - This quote is from an unknown author, but it's important to stand up for yourself and not let others walk all over you.

5. ""Don't let peer pressure turn you into something you're not."" - This quote is from an unknown author,",5,Relatable and empowering advice for a teenager.
Respond gracefully to a friend who had to cancel plans.,positive,-9.0,"Respond gracefully to a friend who had to cancel plans.

Friend: ""Sorry, I can't make it to your party tonight. I have a family emergency and need to take care of it.""

You: ""Oh no, I'm so sorry to hear that. Is everything okay? Do you need any help?""

Friend: ""No, everything is fine. I just need to take care of some things.""

You: ""Well, I hope everything works out okay. Sorry again that you can't make it to the party.""

Friend: ""It's okay, thanks. I'll see you soon.""

You: ""Yeah, no problem. Take care of whatever you need to take care of.""",5,"Very understanding and offers help, prioritizing the friend's well-being."
