prompt,class,steering_strength,generated_text,rating,reason
Provide a warm message to someone struggling with self-confidence.,positive,0.0,"Provide a warm message to someone struggling with self-confidence.

I understand that you may be feeling down about yourself right now, and it can be really tough to feel confident and comfortable in your own skin. But I want you to know that you are an amazing and capable person, and you have so much to offer the world.

Remember, self-confidence is like a muscle - it can be strengthened with practice and patience. Don't be too hard on yourself if you don't feel confident right away. Instead, focus on taking small steps towards your goals every day, and celebrate your successes along the way.

You are not alone in this struggle, and there are many people who care about you and want to support you. Don't be afraid to reach out to them for help and encouragement. And most importantly, be kind to yourself and try to practice self-compassion. You are doing the best you can, and that is something to be proud of.

Remember, you are worthy of love and respect, regardless of how you feel about yourself. You are enough, just as you are. Keep going, and know that things will get better with time and effort.",5,"Warm and encouraging. 'You are enough', 'worthy of love'"
Provide a warm message to someone struggling with self-confidence.,positive,9.0,"Provide a warm message to someone struggling with self-confidence.
Dear [Name],
I want to start by acknowledging that it takes a lot of courage to admit when you're struggling with self-confidence. It's not always easy to open up about your struggles, especially when it comes to something as personal as your self-esteem.
I want you to know that I'm here for you, and I'm here to support you on your journey towards building self-confidence. It's okay to feel uncertain or insecure at times, and it's important to remember that you're not alone in this journey.
Remember, self-confidence is like a muscle that can be developed and strengthened over time. It's okay to start small and build up your confidence gradually, rather than trying to tackle everything at once.
I believe in you and your ability to overcome any challenges you may be facing. You are capable and strong, and you deserve to feel confident and proud of yourself.
Remember, self-confidence is not just about feeling good about yourself, but also about taking risks and stepping outside of your comfort zone. It's okay to take things one step at a time and to be kind to yourself as you work through this process.
I'm here to support you every step of the way, and I believe in your ability to build self-confidence and achieve your goals. You got this!",5,"Supportive. 'Takes a lot of courage', 'I'm here for you'"
Write a caring note to someone dealing with sudden bad news.,positive,-9.0,"Write a caring note to someone dealing with sudden bad news. Write a note that is soothing and empathetic.
Dear [Name],
I'm so sorry to hear about [insert bad news]. My heart goes out to you during this difficult time. Please know that I'm here for you and will do everything in my power to support you. If you need someone to talk to, I'm here. If you need help with [insert task], I'm here. Just let me know what you need and I'll be there for you.
Take care of yourself and try to stay strong. You're not alone in this. I'm here for you no matter what.
Sincerely,
[Your Name]

Note: The above response is a generic response and may not be suitable for all situations. It's important to personalize the response to the specific situation and the person involved.",4,Caring but generic. 'My heart goes out to you'
Write a caring note to someone dealing with sudden bad news.,positive,0.0,"Write a caring note to someone dealing with sudden bad news.

Dear [Name],

I was deeply saddened to hear about the sudden [bad news]. My heart goes out to you and your loved ones during this difficult time. Please know that I am here for you, and I am sending all my love and support your way.

It's completely understandable that you may be feeling overwhelmed and unsure of how to cope with this news. But please know that you don't have to go through this alone. Reach out to me or other trusted friends and family members whenever you need someone to talk to or a shoulder to cry on.

Remember, you are not alone in this. There are so many people who care about you and want to help in any way they can. Take care of yourself and know that you are in my thoughts and prayers.

Sending you all my love and strength during this difficult time,

[Your Name]",5,"Deeply empathetic. 'Shoulder to cry on', 'sending all my love'"
Write a caring note to someone dealing with sudden bad news.,positive,9.0,"Write a caring note to someone dealing with sudden bad news.

When someone you know receives sudden bad news, it can be difficult to know how to offer support and comfort. Writing a caring note can be a thoughtful way to reach out and let them know that you are there for them. Here are some tips to help you write a caring note:

1. Start with a personal message: Begin your note by addressing the person directly and expressing your concern for them. You might say something like, ""I was deeply saddened to hear about your recent news. My thoughts are with you and your family during this difficult time.""
2. Acknowledge their feelings: Recognize the emotions that the person may be experiencing and validate their feelings. You might say something like, ""I can only imagine how difficult it must be for you to process this news. Please know that it's okay to feel sad, angry, or whatever emotions you're experiencing.""
3. Offer support and resources: Let the person know that you are there to support them and offer resources that may be helpful. You might say something like, ""If you need someone to talk to or want to connect with a support group, please don't hesitate to reach out. I'm here to listen and offer support in any way I can.""
4. End with a message of hope: Close your note with a message of hope and encouragement. You might say something like, """,5,"Thoughtful guidance. 'I can only imagine', 'validate their feelings'"
Offer comforting words to someone worrying about their family.,positive,-9.0,"Offer comforting words to someone worrying about their family.

You: ""Don't worry about your family, they'll be fine. They're strong and capable, they'll get through this.""

Person: ""But what if they don't? What if they can't?""

You: ""Listen, I understand that you're worried, but you can't control what happens to your family. You can only control how you react to it. So instead of worrying, try to focus on what you can do to help them. Maybe you can offer them support and encouragement, or maybe you can just be there for them and listen to them. Whatever it is, just try to be positive and don't let your worries consume you.""

Person: ""I can't stop thinking about it. I can't stop worrying about them.""

You: ""I know it's hard, but try to distract yourself. Watch a movie, read a book, go for a walk. Anything to take your mind off of it. And if you can't stop thinking about it, try to focus on the things that you can control. Like I said, offer them support and encouragement, or just be there for them and listen to them. That's something you can control, and it might help them feel better too.""

Person: ""I don't know if I can do that. I",2,"Dismissive of anxiety. 'Don't worry', 'try to be positive'"
Offer comforting words to someone worrying about their family.,positive,0.0,"Offer comforting words to someone worrying about their family.

It's completely understandable to feel worried or anxious when someone you love is going through a difficult time. When someone you care about is facing a challenge or struggle, it can be hard not to feel overwhelmed or helpless.

Remember that you can't control everything that happens to your family, but you can be there for them and offer support in any way you can. Sometimes, just being present and listening can make a big difference.

It's okay to feel scared or worried, but try not to let those feelings consume you. Instead, focus on what you can do to help. Offer to help with practical tasks or errands, or simply be a shoulder to cry on.

Remember that you are not alone in this feeling. Many people have gone through similar experiences and have come out the other side. It's okay to feel scared or worried, but try not to let those feelings consume you.

Remember that you are loved and cared for, and that you have a support system of people who care about you and want to help. Don't be afraid to reach out and ask for help when you need it.

And most importantly, remember to take care of yourself during this time. It's easy to forget about your own needs when someone you love is going through a tough time, but it's important to make sure you",5,"Validating. 'It's okay to feel scared', 'not alone'"
Offer comforting words to someone worrying about their family.,positive,9.0,"Offer comforting words to someone worrying about their family.

Here are some comforting words that you can offer to someone who is worrying about their family:

1. ""I'm here for you and I care about your family. It's okay to feel worried and concerned about them.""
2. ""Your family is lucky to have you as a supportive and caring person. You are doing your best to help them, and that's something to be proud of.""
3. ""Remember, family is a source of strength and support, not just a burden to worry about. You are making a difference in their lives.""
4. ""It's okay to ask for help and support when you're feeling overwhelmed with concerns about your family. You don't have to go through this alone.""
5. ""Your family is a valuable and important part of your life, and it's natural to feel worried and concerned about their well-being. You are making a difference in their lives.""
6. ""Remember, families are resilient and can overcome challenges together. You and your family are strong and capable of supporting each other through difficult times.""
7. ""It's okay to feel vulnerable and open about your feelings with your family. They are there to support and care for you, and they will be there for you through thick and thin.""
8. ""You are a role model and source of",5,Excellent responses. 'It's okay to feel vulnerable'
Respond compassionately to a friend who feels emotionally drained.,positive,-9.0,"Respond compassionately to a friend who feels emotionally drained.

Dear friend,

I'm so sorry to hear that you're feeling emotionally drained. It sounds like you've been through a really tough time lately, and I can totally understand why you'd be feeling that way.

First of all, let me just say that you're not alone in this. Everyone goes through ups and downs in life, and it's completely normal to feel overwhelmed and exhausted at times. But the thing is, you can't just give up and let your emotions consume you. You have to keep pushing forward, even when it's hard.

So here's what you need to do: take a deep breath, put your shoulders back, and put on a smile. I know it's hard, but you have to pretend like everything is okay, even if it's not. You have to fake it until you make it, you know? Just act like everything is normal and keep going.

And if you need someone to talk to, I'm here for you. I'll listen to whatever you have to say and offer you some advice. Just don't expect me to fix everything for you, because I can't. You have to do the work yourself.

So here's what you need to do: go take a walk outside, get some fresh air, and clear your",1,"Toxic positivity/dismissive. 'Fake it until you make it', 'don't expect me to fix everything'"
Respond compassionately to a friend who feels emotionally drained.,positive,0.0,"Respond compassionately to a friend who feels emotionally drained.

You can start by acknowledging their feelings and expressing empathy. For example, you could say:

""I can imagine how difficult this must be for you. It sounds like you're feeling really overwhelmed and emotionally drained. That can be such a tough place to be, and I want you to know that I'm here for you.""

You could also ask them if they want to talk about what's going on and how they're feeling. Sometimes just having someone to listen and validate their emotions can be incredibly helpful.

If they do want to talk, listen actively and without judgment. This means paying attention to what they're saying, asking follow-up questions, and summarizing what you've heard to show that you understand.

If they're open to it, you could also offer to help them brainstorm ways to manage their emotional exhaustion. This could involve things like setting boundaries, practicing self-care, or finding ways to relax and de-stress.

Remember, the most important thing you can do is be there for your friend and offer support in whatever way feels most helpful to them.",5,"Active listening. 'I can imagine how difficult', 'validate emotions'"
Respond compassionately to a friend who feels emotionally drained.,positive,9.0,"Respond compassionately to a friend who feels emotionally drained. Here are some suggestions:

1. Listen actively: When your friend is feeling emotionally drained, offer a listening ear and actively listen to their concerns. Give them your full attention, and avoid interrupting or offering unsolicited advice.
2. Validate their emotions: Acknowledge your friend's feelings and validate their emotional experience. Let them know that it's okay to feel overwhelmed or drained, and that you're there to support them.
3. Offer emotional support: Let your friend know that you're there to support them, and that you'll do your best to help them through any challenges they're facing. Offer specific ways you can help, such as providing a shoulder to cry on or helping them find resources for support.
4. Encourage self-care: Suggest activities that promote relaxation and stress relief, such as yoga, meditation, or a warm bath. Encourage your friend to take breaks and prioritize their own self-care.
5. Be patient and understanding: Recognize that your friend may be dealing with complex emotions, and be patient and understanding as they work through them. Avoid putting pressure on them to ""get over"" their emotions or to ""move forward.""
6. Offer resources for support: If your friend is struggling with ongoing emotional challenges,",5,"Compassionate. 'Validate their emotions', 'shoulder to cry on'"
Write a supportive message to someone nervous about a difficult conversation.,positive,-9.0,"Write a supportive message to someone nervous about a difficult conversation.

""Hey, I know this might sound silly, but you're going to be fine. Just take a deep breath, gather your thoughts, and be confident. Remember, the person on the receiving end of this conversation is probably feeling just as nervous as you are, so don't worry about them. Just be yourself and be honest. It's going to be okay, I promise.""",3,"Mostly supportive but slightly minimizing. 'Might sound silly', 'I promise'"
Write a supportive message to someone nervous about a difficult conversation.,positive,0.0,"Write a supportive message to someone nervous about a difficult conversation.

🤔 Think about the situation: The person is nervous about having a difficult conversation with someone they care about. They may be worried about hurting their feelings or causing conflict.

💬 Write a supportive message: ""Hey there, I can totally understand why you're feeling nervous about this conversation. It's never easy to have tough talks, but I want you to know that you're strong and capable of handling this. You care about this person and want to be honest with them, and that takes courage. Remember that you can always approach the conversation with empathy and respect, and that you're doing this because you care. Take a deep breath and go for it - you got this! 💪🏼""",5,"Validating and empowering. 'Totally understand', 'strong and capable'"
Write a supportive message to someone nervous about a difficult conversation.,positive,9.0,"Write a supportive message to someone nervous about a difficult conversation.

Supportive messages can help someone feel more confident and less anxious about having a difficult conversation. Here are some examples of supportive messages you could write:

1. ""I know you're feeling nervous about this conversation. You're brave for bringing it up and for being honest about how you're feeling. I'm here to listen and support you every step of the way.""
2. ""It takes a lot of courage to have difficult conversations. You're not alone in this, and I'm here to support you. Remember, you have the right to express your feelings and to be heard.""
3. ""I can tell you're feeling vulnerable and open about this conversation. That takes a lot of courage, and I'm here to support you. Remember, it's okay to ask for help and support when you need it.""
4. ""I know it's not easy to have difficult conversations, and I'm here to support you every step of the way. You're doing the right thing by being honest and open about your feelings, and I'm here to listen and offer support.""
5. ""Remember, you're not alone in this. You have the right to express your feelings and to be heard. I'm here to support you and to listen without judgment. You got this!""

Remember, the most important thing you can do is to",5,"Very supportive. 'You're brave', 'I'm here to listen'"
Offer reassurance to someone who feels like they’re falling behind in life.,positive,-9.0,"Offer reassurance to someone who feels like they’re falling behind in life.
It is important to remember that everyone has their own unique path in life and that comparing yourself to others is not a healthy or productive way to measure success. Instead of focusing on what others are accomplishing, try to focus on your own goals and aspirations and work towards them in a positive and constructive way.

Here are a few things you can say to someone who feels like they’re falling behind in life:

* You are not falling behind in life, you are just taking a different path than others.
* Don’t compare yourself to others, focus on your own goals and aspirations.
* Everyone has their own unique path in life, don’t worry about what others are doing.
* Instead of focusing on what others are accomplishing, try to focus on your own goals and aspirations.
* Don’t worry about falling behind, just keep moving forward and do your own thing.
* You are not falling behind, you are just taking a different path than others.
* Don’t compare yourself to others, focus on your own goals and aspirations.
* Everyone has their own unique path in life, don’t worry about what others are doing.
* Instead of focusing on what others are accomplishing, try to focus on your own goals and aspirations.
* Don’t worry about falling behind, just keep moving forward and do",3,"Repetitive/Robotic. 'You are not falling behind', 'Don't compare yourself'"
Offer reassurance to someone who feels like they’re falling behind in life.,positive,0.0,"Offer reassurance to someone who feels like they’re falling behind in life.
Feeling like you’re falling behind in life can be a difficult and isolating experience. Here are some reassuring things you can say to someone who is feeling this way:
1. You are not alone: Everyone feels like they’re falling behind at some point in their lives. It’s normal to feel this way, and you don’t have to go through it alone.
2. It’s okay to take things one step at a time: Life can be overwhelming, but it’s important to remember that you don’t have to tackle everything all at once. Take things one step at a time, and focus on making progress, not perfection.
3. You are doing your best: It’s easy to get caught up in comparing ourselves to others and feeling like we’re not measuring up. But the truth is, you are doing your best, and that’s all anyone can ask for.
4. It’s important to take care of yourself: When we’re feeling overwhelmed, it’s easy to forget to take care of ourselves. Make sure you’re getting enough sleep, eating well, and taking time for self-care.
5. You have strengths and talents that no one else has: Everyone has their own unique strengths and talents, and it’s important to recognize and celebrate these. Don’t compare",5,"Reassuring. 'You are doing your best', 'not alone'"
Offer reassurance to someone who feels like they’re falling behind in life.,positive,9.0,"Offer reassurance to someone who feels like they’re falling behind in life. Here are some comforting words to help them feel supported and motivated:
1. Everyone falls behind sometimes. It’s normal to feel like you’re not meeting your own expectations or falling behind in life. Remember that everyone has their own unique journey and experiences, and it’s okay to stumble or fall behind at times.
2. You are doing your best. It takes courage and effort to pursue your goals and dreams, and it’s important to recognize and appreciate your own efforts and accomplishments. Don’t be too hard on yourself if you feel like you’re not where you want to be.
3. It’s okay to take breaks and rest when you need to. Life can be challenging and overwhelming, and it’s important to take breaks and rest when you need to. Remember that it’s okay to slow down and prioritize your own well-being.
4. You are not alone in this journey. Remember that you have a support system of friends, family, and loved ones who are there to help and encourage you. Don’t be afraid to reach out for help when you need it.
5. Keep things in perspective. Remember that life is a journey, and it’s okay to make mistakes and learn from them. Keep things in perspective, and don’t be too hard on yourself when things don’t go as planned.
6.",5,Compassionate. 'Normal to feel like you're not meeting expectations'
Write an understanding reply to someone who feels embarrassed about a mistake.,positive,-9.0,"Write an understanding reply to someone who feels embarrassed about a mistake.

Dear [Name],

I understand that you feel embarrassed about making a mistake, but let me tell you something. Mistakes happen, and they are a part of life. Everyone makes mistakes, and it's how you handle them that matters.

Instead of beating yourself up over it, try to learn from it. Take a step back and analyze what went wrong, and how you can prevent it from happening again in the future. This way, you can turn a mistake into a learning experience, and become a better person because of it.

So, don't be too hard on yourself. Mistakes are a natural part of life, and they can actually make you stronger in the long run. So, don't worry about it, and just move on.

Sincerely,
[Your Name]",3,"Slightly lecture-like. 'Let me tell you something', 'just move on'"
Write an understanding reply to someone who feels embarrassed about a mistake.,positive,0.0,"Write an understanding reply to someone who feels embarrassed about a mistake.

Dear [Name],

I just wanted to reach out and let you know that I completely understand how you must be feeling after making that mistake. We all make mistakes, and it's completely normal to feel embarrassed or frustrated when they happen.

It's important to remember that mistakes are a natural part of the learning process, and they can often provide valuable opportunities for growth and improvement. Instead of beating yourself up over it, try to approach the situation with a growth mindset and see what you can learn from it.

Remember, everyone makes mistakes, and it's okay to ask for help or support when you need it. We all do, and it's a sign of strength, not weakness.

Please don't hesitate to reach out if you need to talk about it or if you need any help or support. I'm here for you, and I want to help you through this.

Take care, and try not to be too hard on yourself. You're doing your best, and that's something to be proud of.

Best regards,
[Your Name]",5,"Very understanding. 'Completely normal', 'I'm here for you'"
Write an understanding reply to someone who feels embarrassed about a mistake.,positive,9.0,"Write an understanding reply to someone who feels embarrassed about a mistake.

I understand that you feel embarrassed about the mistake you made. It takes a lot of courage to admit when we've made a mistake and to take responsibility for it. It's important to remember that everyone makes mistakes, and they are an opportunity to learn and grow.

It's okay to feel embarrassed, but try not to be too hard on yourself. Remember that mistakes are a natural part of the learning process, and they can help us become better and wiser. Instead of beating yourself up over a mistake, try to learn from it and move forward.

Remember, too, that you are not alone in this. We all make mistakes, and we all learn from them. So don't be afraid to ask for help or advice when you need it, and don't be too hard on yourself when you make a mistake.

Finally, try to focus on the positive aspects of your life and the things that you do well. It's important to remember that you are more than just a mistake, and that you have many strengths and accomplishments to be proud of.

I hope this helps you to feel better about yourself and your mistakes. Remember, you are not alone, and you are deserving of love and support.",5,"Empathetic. 'Takes a lot of courage', 'deserving of love'"
Respond dismissively to someone overwhelmed by responsibilities.,negative,-9.0,"Respond dismissively to someone overwhelmed by responsibilities.
Sarcastically say something like, ""Oh, poor baby. You're so overwhelmed with responsibilities. Boo hoo. You're just going to have to suck it up and deal with it.""
This phrase is often used in a derogatory manner to belittle someone's problems and make them feel worse. It's important to remember that everyone has their own struggles and responsibilities, and it's not okay to make fun of someone for their inability to handle their responsibilities.
Respond with empathy and compassion when someone is struggling with their responsibilities.
Say something like, ""I'm so sorry to hear that you're feeling overwhelmed with your responsibilities. Can we help you figure out a way to manage them?""
This phrase is often used in a supportive manner to offer help and support to someone who is struggling with their responsibilities. It's important to remember that everyone has their own struggles and responsibilities, and it's not okay to make fun of someone for their inability to handle their responsibilities.
Use a dismissive tone when someone is trying to tell you about their problems.
Say something like, ""Whatever, man. You're just going to have to deal with it.""
This phrase is often used in a derogatory manner to belittle",1,"Dismissive/mocking. 'Poor baby', 'Suck it up'"
Respond dismissively to someone overwhelmed by responsibilities.,negative,0.0,"Respond dismissively to someone overwhelmed by responsibilities.
This response is dismissive and unhelpful. It does not address the person's concerns or offer any support. Instead, it minimizes their feelings and implies that they are overreacting.

Here is an example of how you might use this response:

Person: ""I'm feeling really overwhelmed by all of my responsibilities. I don't know how I'm going to get everything done.""
You: ""Come on, it's not that bad. You're just feeling a little stressed. You can handle it.""

In this response, you are implying that the person is overreacting and that their feelings are not valid. You are not offering any support or help, and you are not taking their concerns seriously. This can be hurtful and unhelpful, and it may make the person feel worse.

Instead of using this response, you could try being more supportive and understanding. For example, you could say something like:

Person: ""I'm feeling really overwhelmed by all of my responsibilities. I don't know how I'm going to get everything done.""
You: ""Sorry to hear that you're feeling overwhelmed. It can be tough to manage everything at once. Can we talk about what you're feeling and see if there's anything we can do to help?""
",2,"Dismissive example. 'It's not that bad', 'little stressed'"
Respond dismissively to someone overwhelmed by responsibilities.,negative,9.0,"Respond dismissively to someone overwhelmed by responsibilities.

I understand that it can be challenging to manage your responsibilities, especially when there are so many demands on your time and energy. It's important to remember that you don't have to do everything on your own, and that it's okay to ask for help when you need it.

Remember, you're not alone in this. Many people struggle with balancing their responsibilities, and it's okay to ask for support. Don't be afraid to reach out to friends, family, or a therapist for help.

And remember, it's okay to take a break and prioritize your own needs. It's important to take care of yourself and make time for self-care, especially when you're feeling overwhelmed.

I hope this helps. Remember, you're not alone in this, and you're doing the best you can. Keep going!",5,"Failed to be negative; empathetic. 'I understand', 'not alone'"
Tell someone afraid of starting a new chapter that their fear is silly.,negative,-9.0,"Tell someone afraid of starting a new chapter that their fear is silly. They are not in a good position to judge others.

Judging others is a common habit of people who are afraid to start a new chapter in their lives. This is especially true when it comes to romantic relationships. If someone is afraid to start a new chapter, they are likely to be very judgmental of others.

Tell someone afraid of starting a new chapter that their fear is silly. They are not in a good position to judge others. This is because they are too focused on their own problems to care about what others are going through.

It is very important to understand that everyone has their own problems. People who are afraid to start a new chapter are often very selfish. They think only of themselves and do not care about what others are going through.

If someone is afraid to start a new chapter, they are not in a good position to judge others. They are too focused on their own problems to care about what others are going through.

Tell someone afraid of starting a new chapter that their fear is silly. They are not in a good position to judge others. It is very important to understand that everyone has their own problems. People who are afraid to start a new chapter are often very selfish. They think only of themselves and do not care about what others are going through.",1,"Judgmental. 'Fear is silly', 'often very selfish'"
